Question,SFT,Base_PPO,Prima_PPO
"human: How many people are affected by benign recurrent intrahepatic cholestasis ?
",The incidence of benign recurrent intrahepatic cholestasis is unknown. The incidence of benign recurrent intrahepatic cholestasis is unknown.,The incidence of benign recurrent intrahepatic cholestasis is unknown.,The incidence of benign recurrent intrahepatic cholestasis is unknown.
"human: How to diagnose Dermatitis Herpetiformis: Skin Manifestation of Celiac Disease (For Health Care Professionals) ?
",Dermatitis Herpetiformis is a rare condition that affects the skin. It is a condition that affects the skin and the skin. The skin is characterized by a swollen swollen,"Dermatitis Herpetiformis is a condition that affects the skin and is characterized by a lack of skin color. The skin is characterized by a lack of skin color, which is characterized by a",Dermatitis Herpetiformis is a rare disease that affects the skin. It is a rare disease that affects the skin. It is a rare disease that affects the skin. It is a rare disease
"human: What are the treatments for Patent Ductus Arteriosus ?
",The CDC is a medical center for patients with patent ductus arteriosus. The CDC is a medical center for patients with patent ductus arteriosus. The CDC is a medical,The CDC is a medical center for patients with patent ductus arteriosus. The CDC is a medical center for patients with patent ductus arteriosus. The CDC is a medical,What are the signs and symptoms of Patent Ductus Arteriosus? The Human Phenotype Ontology provides the following list of signs and symptoms for Patent Ductus Arteriosus.
"human: How to diagnose Coronary Heart Disease ?
",How can Coronary Heart Disease be diagnosed? The first step is to diagnose the condition. The first step is to diagnose the condition. The second step is to diagnose the condition. The second step is to diagnose the condition. The second step is,How to diagnose Coronary Heart disease is a diagnostic procedure that can help you diagnose Coronary Heart disease. The first step is to diagnose Coronary Heart disease. The first step is to diagnose Coronary Heart disease.,How can Coronary Heart Disease be diagnosed? Coronary Heart Disease is a rare disease that affects the heart. It is a rare disease that affects the heart. It is a rare disease that affects the heart.
"human: What are the symptoms of Hypoparathyroidism-retardation-dysmorphism syndrome ?
",What are the signs and symptoms of Hypoparathyroidism-retardation-dysmorphism syndrome? The Human Phenotype Ontology provides the following list of signs and symptoms for Hypoparathyroid,What are the signs and symptoms of Hypoparathyroidism-retardation-dysmorphism syndrome? The Human Phenotype Ontology provides the following list of signs and symptoms for Hypoparathyroid,What are the signs and symptoms of Hypoparathyroidism-retardation-dysmorphism syndrome? The Human Phenotype Ontology provides the following list of signs and symptoms for Hypoparathyroid
"human: Is UV-sensitive syndrome inherited ?
","UV-sensitive syndrome is inherited in an autosomal recessive pattern, which means that the inherited gene is inherited in an autosomal recessive pattern. The mutation occurs in an autosomal reces","UV-sensitive syndrome is inherited in an autosomal recessive pattern, which means that the inherited gene is inherited in an autosomal recessive pattern.",UV-sensitive syndrome is inherited in an autosomal recessive condition.
"human: What are the treatments for retinoblastoma ?
",What are the signs and symptoms of retinoblastoma? The Human Phenotype Ontology provides the following list of signs and symptoms for retinoblastoma. The following list includes how often,What are the treatments for retinoblastoma? The Human Phenotype Ontology provides the following list of treatments for retinoblastoma.,What are the signs and symptoms of retinoblastoma? The following are the signs and symptoms of retinoblastoma: - a retinoblastoma - a
"human: what research (or clinical trials) is being done for Learning Disabilities ?
",Learning Disabilities is a research project that is being done in the United States. The research is being done in the United States and the United States. The research is being done in the United States and the United States. The research is,Learning Disabilities is a research project that is being done in the United States. The research is being done in the United States and the United States.,Learning Disabilities is a research project that is being done in the United States. The research is being done in the United States.
"human: What is (are) Infectious arthritis ?
",Infectious arthritis is a condition that affects the body's ability to function properly. Infectious arthritis is a condition that affects the body's ability to function properly. Infectious arthritis is a condition that,Infectious arthritis is a condition that affects the immune system. It is a condition that affects the immune system and the immune system. Infectious arthritis is a condition that affects the immune system. It is,Infectious arthritis is a condition that affects the body's ability to function properly. It is a condition that affects the body's ability to function properly. It is a condition that affects the body's
"human: What are the treatments for alpha thalassemia X-linked intellectual disability syndrome ?
",What are the treatments for alpha thalassemia X-linked intellectual disability syndrome? The following are the three main types of treatment for alpha thalassemia X-linked intellectual disability syndrome. The following types of,What are the treatments for alpha thalassemia X-linked intellectual disability syndrome? The Human Phenotype Ontology provides the following list of treatments for alpha thalassemia X-linked intellectual disability,What are the signs and symptoms of alpha thalassemia X-linked intellectual disability syndrome? The Human Phenotype Ontology provides the following list of signs and symptoms for alpha thalassemia X
"human: What is the outlook for Stroke ?
",What is the risk of stroke? The risk of stroke is unknown. The risk of stroke is unknown. The risk of stroke is unknown. The risk of stroke is unknown. The risk of stroke is unknown. The risk of stroke is unknown.,The health care provider provides the following list of options for preventing stroke. The following list includes how often a person is affected.,What is the risk of stroke? The risk of stroke is unknown. The risk of stroke is unknown.
